,remote_changes
8825,"[{'score': 0.594263, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8826,[]
8827,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8828,"[{'score': 0.915789, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8829,[]
8830,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8831,"[{'score': 0.872556, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8832,[]
8833,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8834,"[{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8835,[]
8836,"[{'score': 0.935674, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8837,"[{'score': 0.537725, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.82577, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8838,"[{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8839,[]
8840,"[{'score': 0.993778, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8841,"[{'score': 0.558003, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.542753, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8842,"[{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8843,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8844,"[{'score': 0.782938, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.706075, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8845,"[{'score': 0.905748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8846,"[{'score': 0.827997, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8847,"[{'score': 0.654412, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8848,"[{'score': 0.609464, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8849,[]
8850,"[{'score': 0.530146, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8851,"[{'score': 0.693611, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8852,"[{'score': 0.516801, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8853,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8854,"[{'score': 0.668508, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.6633, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.948171, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8855,"[{'score': 0.545898, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.84368, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.581449, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8856,"[{'score': 0.510865, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.981409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8857,"[{'score': 0.607718, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8858,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8859,[]
8860,"[{'score': 0.933633, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.977317, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8861,"[{'score': 0.97735, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8862,"[{'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8863,[]
8864,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8865,[]
8866,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8867,"[{'score': 0.59506, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.95836, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.983475, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8868,"[{'score': 0.567953, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.890603, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.84172, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8869,[]
8870,"[{'score': 0.933633, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.823511, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8871,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8872,"[{'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8873,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8874,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8875,"[{'score': 0.936899, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.694442, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8876,"[{'score': 0.929993, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8877,[]
8878,"[{'score': 0.908592, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8879,"[{'score': 0.505982, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8880,"[{'score': 0.946886, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.753635, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8881,"[{'score': 0.607718, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8882,"[{'score': 0.608668, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8883,[]
8884,"[{'score': 0.932809, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.711527, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8885,"[{'score': 0.58525, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8886,"[{'score': 0.563933, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8887,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8888,"[{'score': 0.905748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8889,"[{'score': 0.814821, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8890,"[{'score': 0.664486, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8891,[]
8892,"[{'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8893,[]
8894,"[{'score': 0.802757, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8895,[]
8896,"[{'score': 0.750941, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.743741, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.965666, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8897,"[{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8898,[]
8899,"[{'score': 0.657127, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.545436, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8900,"[{'score': 0.58104, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.957828, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8901,"[{'score': 0.5811, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8902,"[{'score': 0.903202, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.808202, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8903,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8904,"[{'score': 0.651725, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.841619, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.840797, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8905,[]
8906,[]
8907,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8908,[]
8909,
8910,"[{'score': 0.500212, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8911,"[{'score': 0.631277, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.878702, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8912,[]
8913,"[{'score': 0.927401, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8914,"[{'score': 0.556723, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.706892, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.666631, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8915,"[{'score': 0.874714, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.827288, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8916,"[{'score': 0.994551, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8917,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8918,[]
8919,[]
8920,"[{'score': 0.693214, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8921,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8922,"[{'score': 0.845297, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8923,"[{'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8924,"[{'score': 0.718218, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8925,[]
8926,[]
8927,"[{'score': 0.529101, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8928,"[{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8929,[]
8930,"[{'score': 0.606128, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.770435, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.96406, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8931,"[{'score': 0.60927, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.57374, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.61732, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8932,"[{'score': 0.603082, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.870553, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8933,"[{'score': 0.659492, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8934,[]
8935,"[{'score': 0.808152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8936,"[{'score': 0.546268, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.942233, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.916623, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8937,"[{'score': 0.655004, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8938,"[{'score': 0.610037, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.928936, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8939,[]
8940,"[{'score': 0.977355, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8941,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8942,[]
8943,"[{'score': 0.509418, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.654488, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8944,"[{'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.867767, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8945,[]
8946,"[{'score': 0.634175, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8947,[]
8948,[]
8949,"[{'score': 0.643758, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.887842, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8950,"[{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.908301, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8951,[]
8952,"[{'score': 0.839577, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8953,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8954,"[{'score': 0.733335, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8955,[]
8956,[]
8957,"[{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8958,"[{'score': 0.503598, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.884187, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8959,"[{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8960,"[{'score': 0.668742, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.928648, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8961,"[{'score': 0.783051, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8962,[]
8963,"[{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8964,"[{'score': 0.875865, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8965,"[{'score': 0.931276, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.831358, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8966,"[{'score': 0.571331, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.654647, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8967,"[{'score': 0.733401, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8968,"[{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8969,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8970,"[{'score': 0.616315, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.902459, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.985771, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8971,"[{'score': 0.571918, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.978619, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8972,"[{'score': 0.535313, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8973,"[{'score': 0.716804, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8974,"[{'score': 0.989022, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8975,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8976,"[{'score': 0.597046, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.876563, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8977,"[{'score': 0.908592, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647781, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8978,"[{'score': 0.734164, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.993451, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8979,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8980,"[{'score': 0.962247, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8981,"[{'score': 0.672015, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8982,[]
8983,"[{'score': 0.534455, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8984,[]
8985,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8986,"[{'score': 0.644304, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8987,[]
8988,"[{'score': 0.61467, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8989,"[{'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8990,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8991,[]
8992,[]
8993,[]
8994,"[{'score': 0.688518, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8995,"[{'score': 0.731735, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8996,"[{'score': 0.648781, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.756719, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8997,[]
8998,"[{'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8999,[]
9000,[]
9001,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9002,"[{'score': 0.510751, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.907585, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
9003,"[{'score': 0.897581, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9004,[]
9005,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9006,"[{'score': 0.599527, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
9007,[]
9008,"[{'score': 0.932977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9009,"[{'score': 0.627691, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.735287, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
9010,"[{'score': 0.592191, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
9011,"[{'score': 0.960182, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.960453, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9012,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9013,"[{'score': 0.943432, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.983939, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
9014,"[{'score': 0.585508, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9015,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9017,"[{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
9018,"[{'score': 0.541469, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.965157, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9019,"[{'score': 0.993177, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9020,[]
9021,"[{'score': 0.503183, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.699297, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.970634, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
9022,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9023,"[{'score': 0.906053, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.826156, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9024,"[{'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
9025,[]
9026,"[{'score': 0.568834, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
9027,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
9028,[]
9029,"[{'score': 0.759276, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.972402, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9030,[]
9031,"[{'score': 0.952933, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9032,[]
9033,"[{'score': 0.645516, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.531174, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.694442, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9034,"[{'score': 0.67373, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
9035,[]
9036,"[{'score': 0.724637, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.791946, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9038,"[{'score': 0.613722, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.898696, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9039,"[{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
9040,[]
9041,"[{'score': 0.944551, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9042,"[{'score': 0.622669, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.891375, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.698156, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
9043,"[{'score': 0.977355, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
9044,[]
9045,"[{'score': 0.81597, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
9046,"[{'score': 0.710068, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
9047,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
9048,"[{'score': 0.639981, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.860646, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
