,why_mode
7650,
7651,"[{'score': 0.966403, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7652,[]
7653,[]
7654,"[{'score': 0.658175, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7655,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7656,
7657,"[{'score': 0.516692, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.907747, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7658,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7659,"[{'score': 0.965509, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7660,"[{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7661,"[{'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7662,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7663,"[{'score': 0.698803, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7664,
7665,"[{'score': 0.61149, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7666,
7667,"[{'score': 0.505661, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7668,"[{'score': 0.572988, 'tone_id': 'anger', 'tone_name': 'Anger'}]"
7669,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7670,"[{'score': 0.614323, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7671,"[{'score': 0.740384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7672,[]
7673,[]
7674,"[{'score': 0.549271, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.958643, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.960891, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7675,"[{'score': 0.827288, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.931994, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7676,"[{'score': 0.692155, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7677,"[{'score': 0.610531, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7678,"[{'score': 0.957093, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7679,
7680,
7681,"[{'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7682,"[{'score': 0.896412, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.791422, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7683,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7684,"[{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7685,"[{'score': 0.571226, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7686,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7687,
7688,"[{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7689,[]
7690,
7691,"[{'score': 0.572188, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7692,[]
7693,"[{'score': 0.678417, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.940414, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7694,"[{'score': 0.508235, 'tone_id': 'fear', 'tone_name': 'Fear'}]"
7695,"[{'score': 0.984983, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7696,"[{'score': 0.504763, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.951268, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.7409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7697,"[{'score': 0.774609, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7698,"[{'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.908592, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7699,"[{'score': 0.838593, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7700,"[{'score': 0.965509, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7701,"[{'score': 0.514768, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7702,"[{'score': 0.795049, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7703,"[{'score': 0.581465, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7704,"[{'score': 0.512829, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7705,[]
7706,[]
7707,"[{'score': 0.746532, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7708,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7709,
7710,
7711,"[{'score': 0.501818, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.961034, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.96873, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7712,
7713,"[{'score': 0.675026, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.881037, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.774674, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7714,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7715,"[{'score': 0.629256, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.818141, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7716,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7717,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7718,
7719,
7720,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7722,"[{'score': 0.522534, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7723,"[{'score': 0.631319, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7724,"[{'score': 0.551713, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7725,"[{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7726,"[{'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7727,"[{'score': 0.767032, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7728,"[{'score': 0.674183, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.538448, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7729,"[{'score': 0.942754, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7730,"[{'score': 0.942811, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7731,"[{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7732,"[{'score': 0.662242, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7733,"[{'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7734,[]
7735,"[{'score': 0.61954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.87931, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7736,
7737,[]
7738,
7739,"[{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7740,[]
7741,[]
7742,"[{'score': 0.561365, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.635876, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.947244, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7743,"[{'score': 0.710477, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.972662, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.955499, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7744,"[{'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7745,"[{'score': 0.966896, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.928648, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7746,[]
7747,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7748,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7749,"[{'score': 0.524033, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
7750,"[{'score': 0.533433, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7751,"[{'score': 0.531398, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7752,"[{'score': 0.692774, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.849626, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7753,"[{'score': 0.523097, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.708196, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7754,"[{'score': 0.600612, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7755,"[{'score': 0.554844, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.716804, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7756,"[{'score': 0.765977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7757,
7758,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7759,"[{'score': 0.825633, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7760,"[{'score': 0.846863, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7761,"[{'score': 0.50989, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.770435, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.981409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7762,[]
7763,"[{'score': 0.553712, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7764,
7765,"[{'score': 0.628471, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7766,"[{'score': 0.728749, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
7768,[]
7769,
7770,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7771,"[{'score': 0.584047, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7772,
7773,"[{'score': 0.76791, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.663387, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7774,"[{'score': 0.966573, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7775,"[{'score': 0.778006, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7776,"[{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7777,"[{'score': 0.543518, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7778,"[{'score': 0.716502, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7779,
7780,
7781,"[{'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7782,[]
7783,"[{'score': 0.62809, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.614988, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7784,"[{'score': 0.963845, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.825947, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7785,[]
7786,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7787,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7788,"[{'score': 0.551579, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.846224, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.906947, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7789,"[{'score': 0.982746, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7790,[]
7791,"[{'score': 0.99226, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.789226, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7792,
7793,"[{'score': 0.576493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
7794,
7795,
7796,
7797,"[{'score': 0.769272, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.920133, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7798,"[{'score': 0.691684, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7799,[]
7800,"[{'score': 0.959999, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7801,
7802,"[{'score': 0.890188, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7803,"[{'score': 0.760458, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7804,
7805,"[{'score': 0.836076, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.838624, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.61954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7806,"[{'score': 0.640635, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7807,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7808,"[{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7809,"[{'score': 0.782425, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7810,[]
7811,"[{'score': 0.71572, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7812,"[{'score': 0.747994, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7813,[]
7814,"[{'score': 0.972852, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7815,
7816,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7817,[]
7818,"[{'score': 0.97667, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7819,
7820,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7821,"[{'score': 0.53618, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7822,
7823,"[{'score': 0.916118, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7824,"[{'score': 0.62762, 'tone_id': 'fear', 'tone_name': 'Fear'}]"
7825,"[{'score': 0.559417, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7826,[]
7827,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7828,"[{'score': 0.768634, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.766185, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.818985, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7829,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7830,"[{'score': 0.561354, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7831,[]
7832,"[{'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7833,"[{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7834,[]
7835,"[{'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.632275, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7836,"[{'score': 0.803567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7837,
7838,"[{'score': 0.521312, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7839,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7840,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7841,
7842,[]
7843,"[{'score': 0.519874, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946394, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.793256, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7844,[]
7845,[]
7846,"[{'score': 0.974578, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7847,[]
7848,"[{'score': 0.688081, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.876968, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.949952, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7849,"[{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7850,"[{'score': 0.71357, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7851,"[{'score': 0.557246, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7852,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7853,"[{'score': 0.510348, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.698634, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7854,"[{'score': 0.703768, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.752684, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7855,"[{'score': 0.883404, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.944845, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7856,"[{'score': 0.849405, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.972616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7857,"[{'score': 0.895883, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7858,"[{'score': 0.594932, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.928936, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7859,
7861,"[{'score': 0.602701, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7862,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7863,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7864,"[{'score': 0.61476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7865,"[{'score': 0.61497, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.632275, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7866,"[{'score': 0.508655, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.867679, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7867,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7868,"[{'score': 0.604505, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7869,[]
7870,[]
7871,"[{'score': 0.635043, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
7872,
7873,"[{'score': 0.989586, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7874,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7875,"[{'score': 0.55158, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.981118, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7876,"[{'score': 0.593195, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.827288, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7877,"[{'score': 0.587867, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7878,
7879,"[{'score': 0.928187, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7880,[]
7881,[]
7882,
7883,"[{'score': 0.897581, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
7884,"[{'score': 0.789615, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
7885,"[{'score': 0.530871, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.897643, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
7886,[]
7887,"[{'score': 0.806967, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.564885, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
7888,[]
7889,
7890,"[{'score': 0.539452, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.87867, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
